Name: angerville-1-b
Location: 48.3201 , 2.0284
Issued: 2020/07/16 18:00UTC
Time,Speed(m/s),Direction (deg N)
2020/07/16 18:00UTC,2.99,337
2020/07/16 21:00UTC,3.49,348
2020/07/17 00:00UTC,2.67,358
2020/07/17 03:00UTC,2.12,342
2020/07/17 06:00UTC,1.07,321
2020/07/17 09:00UTC,2.27,333
2020/07/17 12:00UTC,2.70,347
2020/07/17 15:00UTC,2.40,16
2020/07/17 18:00UTC,1.95,19
2020/07/17 21:00UTC,2.77,359
2020/07/18 00:00UTC,3.14,344
2020/07/18 03:00UTC,2.73,339
2020/07/18 06:00UTC,1.84,336
2020/07/18 09:00UTC,1.39,333
2020/07/18 12:00UTC,1.82,336
2020/07/18 15:00UTC,2.24,353
2020/07/18 18:00UTC,1.44,15
2020/07/18 21:00UTC,2.10,23
2020/07/19 00:00UTC,3.07,12
2020/07/19 03:00UTC,2.75,357
2020/07/19 06:00UTC,2.01,349
2020/07/19 09:00UTC,1.69,357
2020/07/19 12:00UTC,1.94,345
2020/07/19 15:00UTC,2.42,342
2020/07/19 18:00UTC,3.34,1
2020/07/19 21:00UTC,6.02,356
2020/07/20 00:00UTC,4.46,11
2020/07/20 03:00UTC,4.36,14
2020/07/20 06:00UTC,4.29,14
2020/07/20 09:00UTC,3.92,11
2020/07/20 12:00UTC,3.86,13
2020/07/20 15:00UTC,3.82,17
2020/07/20 18:00UTC,4.37,26
2020/07/20 21:00UTC,4.76,8
2020/07/21 00:00UTC,4.67,29
2020/07/21 03:00UTC,3.93,32
2020/07/21 06:00UTC,3.12,30
2020/07/21 09:00UTC,3.06,39
2020/07/21 12:00UTC,2.67,40
2020/07/21 15:00UTC,3.79,23
2020/07/21 18:00UTC,3.21,15
2020/07/21 21:00UTC,3.58,48
2020/07/22 00:00UTC,3.21,25
2020/07/22 03:00UTC,2.97,56
2020/07/22 06:00UTC,2.22,33
2020/07/22 09:00UTC,2.10,47
2020/07/22 12:00UTC,2.22,57
2020/07/22 15:00UTC,1.13,41
2020/07/22 18:00UTC,1.02,240
